COMPANY NAME,CITY,LATITUDE,LONGITUDE,PRIMARY NAICS DESCRIPTION
Beneventi's Pizza & Sandwiches,Bingen,45.715088,-121.46797,Full-Service Restaurants
Bengal Tiger,Seattle,47.676078,-122.317299,Full-Service Restaurants
Benito's Chicago Eatery,Seattle,47.674046,-122.376503,Full-Service Restaurants
Benjarong Thai Cuisine,Covington,47.358785,-122.114482,Full-Service Restaurants
Benjarong Thai Cuisine,Maple Valley,47.36519,-122.02086,Full-Service Restaurants
Benjarong Thai Restaurant,Monroe,47.858747,-121.969582,Full-Service Restaurants
Bennett's Fish Shack,Ocean Shores,47.007592,-124.167097,Full-Service Restaurants
Bennett's Fish Shack,Westport,46.910349,-124.115759,Full-Service Restaurants
Bennetts,Mercer Island,47.586776,-122.236175,Full-Service Restaurants
Bennidito's Brew Pub,Spokane,47.657288,-117.382327,Full-Service Restaurants
Benny's Rod & Cstm Pizza Cafe,Vancouver,45.652768,-122.636171,Full-Service Restaurants
Benson Country Market,Ferndale,48.848084,-122.604309,Supermarkets/Other Grocery (Exc Convenience) Strs
Benson's By The Beach,Long Beach,46.348876,-124.054382,Full-Service Restaurants
Bent Burgers,Seattle,47.555069,-122.269543,Full-Service Restaurants
Bento & Teriyaki,Everett,47.942444,-122.217408,Full-Service Restaurants
Bento Box,Redmond,47.631434,-122.139213,Full-Service Restaurants
Bento Factory,Everett,47.97495,-122.210852,Full-Service Restaurants
Bento Teriyaki,Bothell,47.76569,-122.21133,Full-Service Restaurants
Bento Teriyaki,Kent,47.37855,-122.24816,Full-Service Restaurants
Bento Teriyaki,Mountlake Ter,47.799533,-122.321902,Full-Service Restaurants
Bento Teriyaki-Richland,Richland,46.263737,-119.263943,Full-Service Restaurants
Bento Time,Everett,47.890559,-122.257421,Full-Service Restaurants
Bento World,Seattle,47.61351,-122.34199,Full-Service Restaurants
Berry Land Cafe,Sumner,47.203544,-122.240951,Full-Service Restaurants
Berry Patch,Ocean Park,46.491738,-124.049205,Full-Service Restaurants
BERRY'S Bbq,Burien,47.49878,-122.35446,Full-Service Restaurants
Berrymaninc,Olympia,47.045515,-122.923323,Full-Service Restaurants
Bert's Red Apple Market,Seattle,47.634782,-122.28,Supermarkets/Other Grocery (Exc Convenience) Strs
Best 1 Teriyaki,Everett,47.90301,-122.20751,Full-Service Restaurants
Best Buffet,Aberdeen,46.975778,-123.850771,Full-Service Restaurants
Best Buffet,Tumwater,46.996637,-122.919996,Full-Service Restaurants
Best Burgers Of Lakewood,Lakewood,47.18712,-122.51738,Full-Service Restaurants
Best Cafe & Teriyaki,Tukwila,47.504319,-122.289019,Full-Service Restaurants
Best Chopsticks,Bellingham,48.752736,-122.477064,Full-Service Restaurants
Best Groceries,Kent,47.369319,-122.205222,Supermarkets/Other Grocery (Exc Convenience) Strs
Best International Food,Marysville,48.079288,-122.175316,Supermarkets/Other Grocery (Exc Convenience) Strs
Best Of Pho,Marysville,48.08136,-122.17492,Full-Service Restaurants
Best Of The Worst Tinkers,Leavenworth,47.594765,-120.661981,Full-Service Restaurants
Best Pho & Thai,Renton,47.47307,-122.2177,Full-Service Restaurants
Best Sushi & Teriyaki,Lynnwood,47.8205,-122.31602,Full-Service Restaurants
Best Sushi & Teriyaki,Lynnwood,47.849888,-122.272405,Full-Service Restaurants
Best Teriyaki,Bothell,47.743734,-122.183226,Full-Service Restaurants
Best Teriyaki,Mt Vernon,48.436365,-122.335101,Full-Service Restaurants
Best Teriyaki,Seattle,47.618859,-122.324923,Full-Service Restaurants
Best Teriyaki,Shoreline,47.769465,-122.376362,Full-Service Restaurants
Best Teriyaki & Deli,Seattle,47.681092,-122.31917,Full-Service Restaurants
Best Teriyaki & Sushi,Duvall,47.739554,-121.985922,Full-Service Restaurants
Best Thai Restaurant,Cle Elum,47.194607,-120.933692,Full-Service Restaurants
Best Wok Restaurant,Bellevue,47.610344,-122.143519,Full-Service Restaurants
Bethel Square Rest & Lounge,Port Orchard,47.512478,-122.631347,Full-Service Restaurants
Beths Cafe,Seattle,47.6821,-122.34473,Full-Service Restaurants
Betty,Seattle,47.632588,-122.357035,Full-Service Restaurants
Betty's Place,Toledo,46.480627,-122.809448,Full-Service Restaurants
Between The Buns,Kennewick,46.212872,-119.172464,Supermarkets/Other Grocery (Exc Convenience) Strs
Bev's Cucina,Kent,47.381505,-122.236405,Full-Service Restaurants
Beyers Center Place Market,Tonasket,48.737915,-119.333294,Supermarkets/Other Grocery (Exc Convenience) Strs
Beyond The Bridge Cafe,Sumner,47.203855,-122.246199,Full-Service Restaurants
Bg Reynolds Inc,Bellingham,48.798531,-122.577264,Supermarkets/Other Grocery (Exc Convenience) Strs
Bho Bac Restaurant,Seattle,47.599258,-122.314511,Full-Service Restaurants
Bhu Ping Thai Cuisine,Everett,47.937627,-122.219149,Full-Service Restaurants
Bhukara Bar & Grill,Issaquah,47.531717,-122.036969,Full-Service Restaurants
Bi-Mart,Vancouver,45.639768,-122.625725,Department Stores
Bick's Broadview Grill,Seattle,47.706736,-122.355873,Full-Service Restaurants
Bicolandia,Bremerton,47.619393,-122.637208,Full-Service Restaurants
Bienvenue Cafe Inc,Olympia,47.037404,-122.895821,Full-Service Restaurants
Big Al's,Vancouver,45.607757,-122.500848,Full-Service Restaurants
Big Al's Diner,Blaine,48.998459,-122.750788,Full-Service Restaurants
Big Apple Diner,Bremerton,47.58024,-122.70408,Full-Service Restaurants
Big Bottom Bar & Grill,Randle,46.540083,-121.917057,Full-Service Restaurants
Big Boys,Kent,47.41083,-122.22738,Full-Service Restaurants
Big Burger & Teriyaki,Buckley,47.163162,-122.027733,Full-Service Restaurants
Big Cheese Pizza,Walla Walla,46.0779,-118.304663,Full-Service Restaurants
Big Chickie,Seattle,47.552155,-122.277875,Full-Service Restaurants
Big Country Lakeside Saloon,Seattle,47.628884,-122.331696,Full-Service Restaurants
Big Daddy,Graham,47.053145,-122.298169,Full-Service Restaurants
Big Daddy's Family Bbq LLC,Enumclaw,47.198839,-121.962976,Full-Service Restaurants
Big Fish Grill,Kirkland,47.643794,-122.200681,Full-Service Restaurants
Big Fish Grill-Issaquah,Issaquah,47.543337,-122.017387,Full-Service Restaurants
Big Fish Grill-Woodinville,Woodinville,47.754802,-122.156336,Full-Service Restaurants
Big House BBQLLC,Sammamish,47.58124,-121.997123,Full-Service Restaurants
Big Island Barbecue,Vancouver,45.629272,-122.677612,Full-Service Restaurants
Big Island Poke,Renton,47.481323,-122.217597,Full-Service Restaurants
Big Lake Bar & Grill,Mt Vernon,48.381481,-122.22178,Full-Service Restaurants
Big Mario's Pizza,Seattle,47.626823,-122.347626,Full-Service Restaurants
Big Nicks Pizza,Winlock,46.490358,-122.924672,Full-Service Restaurants
Big Orange,Tukwila,47.458565,-122.258479,Full-Service Restaurants
Big River Grill,Stevenson,45.692562,-121.910056,Full-Service Restaurants
Big Rock Roadhouse,Mt Vernon,48.430252,-122.263989,Full-Service Restaurants
Big Teriyaki Corp,Lynnwood,47.864549,-122.283529,Full-Service Restaurants
Big Time Brewery & Alehouse,Seattle,47.657865,-122.313288,Full-Service Restaurants
Big Value Store,Tacoma,47.270402,-122.477354,Supermarkets/Other Grocery (Exc Convenience) Strs
Big Y Cafe,Peshastin,47.554485,-120.583221,Full-Service Restaurants
Bigfoot Java,Puyallup,47.144481,-122.292498,Full-Service Restaurants
Bigfoot Java,Puyallup,47.09729,-122.297485,Full-Service Restaurants
Bigfoot Java,Tacoma,47.133657,-122.434243,Full-Service Restaurants
Bill & Johns Food Mart,Renton,47.477311,-122.186519,Convenience Stores
Bill Pierre Ford Inc,Seattle,47.712767,-122.299764,Full-Service Restaurants
Bill's Off Broadway,Seattle,47.615209,-122.322145,Full-Service Restaurants
Billie On Gourmet Burgers-Fish,Everett,47.930524,-122.248415,Full-Service Restaurants
Bills Family Restaurant,Wapato,46.448364,-120.428032,Full-Service Restaurants
Billy Baroo's At Foster Golf,Tukwila,47.477981,-122.25633,Full-Service Restaurants
Billy Beach Sushi & Bar,Seattle,47.668167,-122.384351,Full-Service Restaurants
Billy Burger Drive In,Wilbur,47.767885,-118.699846,Full-Service Restaurants
Billy Mchale's,Federal Way,47.312427,-122.316693,Full-Service Restaurants
Billy's Bar & Grill,Aberdeen,46.97766,-123.815539,Full-Service Restaurants
Billygan's Roadhouse,Vancouver,45.716685,-122.653181,Full-Service Restaurants
Bimbos Bitchin Burrito Kitchen,Seattle,47.61397,-122.31875,Full-Service Restaurants
Bin No 20 Wine Bar & Rstrnt,Pasco,46.250028,-119.116004,Full-Service Restaurants
Bin On The Lake,Kirkland,47.656831,-122.20683,Full-Service Restaurants
Bin On The Lake,Kirkland,47.656968,-122.206547,Full-Service Restaurants
Bing's,Seattle,47.635928,-122.278201,Full-Service Restaurants
Binh,Auburn,47.33232,-122.22084,Full-Service Restaurants
Birch Bay Teriyaki,Blaine,48.934009,-122.747918,Full-Service Restaurants
Birch Door Cafe,Bellingham,48.793079,-122.485898,Full-Service Restaurants
Biscuit Bitch,Seattle,47.610497,-122.341798,Full-Service Restaurants
Biscuit House,Lakewood,47.168761,-122.484111,Full-Service Restaurants
Biscuits,Tacoma,47.255478,-122.527703,Full-Service Restaurants
Biscuits Cafe,Vancouver,45.607911,-122.503412,Full-Service Restaurants
Bison Creek Pizza,Burien,47.466161,-122.34306,Full-Service Restaurants
Bistro,Federal Way,47.315886,-122.299749,Full-Service Restaurants
Bistro,Seattle,47.602945,-122.332633,Full-Service Restaurants
Bistro At Hollywood Schlhs,Woodinville,47.733471,-122.141525,Full-Service Restaurants
Bistro Baffi,Burien,47.466132,-122.360681,Full-Service Restaurants
Bistro Marionette,Shoreline,47.775224,-122.36014,Full-Service Restaurants
Bistro Restaurant & Wine Club,Longview,46.1378,-122.934505,Full-Service Restaurants
Bistro San Martin,Arlington,48.194622,-122.12607,Full-Service Restaurants
Bistro Tables & Bases Inc,Carnation,47.696256,-121.916925,Full-Service Restaurants
Bistro Vino,Everett,47.979552,-122.205532,Full-Service Restaurants
Bite Of New York,Mukilteo,47.906656,-122.293138,Full-Service Restaurants
Bite Teriyaki & Pho LLC,Mt Vernon,48.436205,-122.336679,Full-Service Restaurants
Bitterroot Bbq,Seattle,47.666175,-122.383354,Full-Service Restaurants
Bizzarro Italian Cafe,Seattle,47.662071,-122.341934,Full-Service Restaurants
BJ'S Restaurant & Brewhouse,Puyallup,47.15694,-122.30306,Full-Service Restaurants
BJ'S Restaurant & Brewhouse,Redmond,47.66877,-122.119848,Full-Service Restaurants
BJ'S Restaurant & Brewhouse,Tacoma,47.215878,-122.468245,Full-Service Restaurants
BJ'S Restaurant & Brewhouse,Tukwila,47.458003,-122.255808,Full-Service Restaurants
Bjs Food Marts Island Rstrnt,East Wenatchee,47.403682,-120.288772,Full-Service Restaurants
Black Angus Steakhouse,Federal Way,47.315798,-122.302585,Full-Service Restaurants
Black Angus Steakhouse,Lakewood,47.167907,-122.510986,Full-Service Restaurants
Black Angus Steakhouse,Puyallup,47.158789,-122.291746,Full-Service Restaurants
Black Angus Steakhouse,Spokane Valley,47.675872,-117.208413,Full-Service Restaurants
Black Angus Steakhouse,Vancouver,45.630493,-122.666992,Full-Service Restaurants
Black Bear Yogurt,Lakewood,47.169383,-122.516961,Full-Service Restaurants
Black Bottle-Bellevue,Bellevue,47.61874,-122.20205,Full-Service Restaurants
Black Bottle-Seattle,Seattle,47.615564,-122.349614,Full-Service Restaurants
Black Cypress,Pullman,46.729664,-117.181563,Full-Service Restaurants
Black Diamond Bakery Rstrnt,Black Diamond,47.312069,-122.014858,Full-Service Restaurants
Black Forest Restaurant,Blaine,48.994844,-122.751203,Full-Service Restaurants
Black Forest Steak House,Bellingham,48.77133,-122.4581,Full-Service Restaurants
Black Lake Grocery & Deli,Olympia,47.034564,-122.938895,Convenience Stores
Black Pearl,Bellingham,48.789572,-122.513834,Full-Service Restaurants
Black Pearl II Restaurant Inc,Shoreline,47.735013,-122.312398,Full-Service Restaurants
Black Star Pub & Grill,Tacoma,47.16629,-122.4333,Full-Service Restaurants
Black Zia Cantina,Burien,47.466477,-122.341798,Full-Service Restaurants
Blackboard Bistro,Seattle,47.574296,-122.387146,Full-Service Restaurants
Blancas Mexican Food,Olympia,47.1794,-122.936244,Full-Service Restaurants
Blank Space Cafe,Bellevue,47.61538,-122.196347,Full-Service Restaurants
Blanton's Market,Packwood,46.608328,-121.672314,Supermarkets/Other Grocery (Exc Convenience) Strs
Blazin Asian Express,Vancouver,45.669488,-122.543655,Full-Service Restaurants
Blazing Onion,Marysville,48.100958,-122.183211,Full-Service Restaurants
Blazing Onion,Tacoma,47.215878,-122.468245,Full-Service Restaurants
Blazing Onion Burger Co,Lynnwood,47.825774,-122.277673,Full-Service Restaurants
Blazing Onion Burger Co,Mill Creek,47.861188,-122.220468,Full-Service Restaurants
Blazing Onion Burger Co,Snohomish,47.94382,-122.10743,Full-Service Restaurants
Blazingonion Burger-Whiskey Br,Silverdale,47.658968,-122.697723,Full-Service Restaurants
Blazzin Pizza,Vancouver,45.622782,-122.504423,Full-Service Restaurants
Bleacher's,Marysville,48.071274,-122.138505,Full-Service Restaurants
Bleachers,Ellensburg,46.999567,-120.537785,Full-Service Restaurants
Bleu Note Restaurant & Lounge,Lakewood,47.170091,-122.516769,Full-Service Restaurants
Blewett Brewing Co LLC,Leavenworth,47.595127,-120.659691,Full-Service Restaurants
Blind Onion Pizza,Vancouver,45.666376,-122.591003,Full-Service Restaurants
Blind Onion Pizza,Vancouver,45.689335,-122.65875,Full-Service Restaurants
Blind Pig Bistro,Seattle,47.63943,-122.32554,Full-Service Restaurants
Blitz Public House,Tacoma,47.125259,-122.435385,Full-Service Restaurants
Blondie's,Shelton,47.213642,-123.106647,Full-Service Restaurants
Blossom Organic Grocery,Lopez Island,48.522646,-122.91309,Supermarkets/Other Grocery (Exc Convenience) Strs
Blossom Vegetarian,Renton,47.47939,-122.20849,Full-Service Restaurants
Blu Sardinia,Redmond,47.681027,-122.125303,Full-Service Restaurants
Blue Agave Mexican Grill,Gig Harbor,47.300929,-122.579118,Full-Service Restaurants
Blue Agave Mexican Grill,Port Orchard,47.505493,-122.6109,Full-Service Restaurants
Blue Beacon,Aberdeen,46.965883,-123.801883,Full-Service Restaurants
Blue Bird Cafe,Arlington,48.195111,-122.126478,Full-Service Restaurants
Blue Boar Burgers,Aberdeen,46.974651,-123.83307,Full-Service Restaurants
Blue C Sushi,Bellevue,47.615186,-122.201819,Full-Service Restaurants
Blue C Sushi,Lynnwood,47.829707,-122.272485,Full-Service Restaurants
Blue C Sushi,Seattle,47.61201,-122.33353,Full-Service Restaurants
Blue C Sushi,Seattle,47.66212,-122.29844,Full-Service Restaurants
Blue C Sushi,Tukwila,47.45787,-122.25884,Full-Service Restaurants
Blue Castle,Battle Ground,45.775389,-122.52362,Full-Service Restaurants
Blue Collar Cafe,Carson,45.749504,-121.824805,Full-Service Restaurants
Blue Collar Gourmet LLC,Seattle,47.500051,-122.338539,Full-Service Restaurants
Blue Dragon,Kent,47.439664,-122.221384,Full-Service Restaurants
Blue Flame Asian Bistro,Cashmere,47.522476,-120.468346,Full-Service Restaurants
Blue Ginger Korean Grill-Sushi,Bellevue,47.62742,-122.15256,Full-Service Restaurants
Blue Glass,Seattle,47.676026,-122.365056,Full-Service Restaurants
Blue Heron,Seattle,47.655961,-122.387054,Full-Service Restaurants
Blue Hills Taqueria,Yakima,46.59534,-120.530331,Full-Service Restaurants
Blue Island Sushi,Federal Way,47.287424,-122.319175,Full-Service Restaurants
Blue Moon Burgers,Seattle,47.580863,-122.405512,Full-Service Restaurants
Blue Moon Burgers Fremont,Lynnwood,47.649343,-122.348706,Full-Service Restaurants
Blue Moose Cafe,Port Townsend,48.104803,-122.783511,Full-Service Restaurants
Blue Mountain Grill,Acme,48.677742,-122.201548,Full-Service Restaurants
Blue Nile Ethiopian Restaurant,Seattle,47.60576,-122.31661,Full-Service Restaurants
Blue Ocean,Port Orchard,47.533673,-122.589775,Full-Service Restaurants
Blue Palm Frozen Yogurt,Walla Walla,46.050083,-118.345664,Full-Service Restaurants
Blue Rooster Bakery & Art,Waterville,47.648508,-120.052343,Full-Service Restaurants
Blue Sky Market,Mabton,46.207849,-120.000368,Supermarkets/Other Grocery (Exc Convenience) Strs
Blue Sky Market,Toppenish,46.380245,-120.30909,Supermarkets/Other Grocery (Exc Convenience) Strs
Blue Spruce Tavern,Packwood,46.608328,-121.672314,Full-Service Restaurants
Blue Star Cafe & Pub,Seattle,47.661879,-122.341743,Full-Service Restaurants
Blue Water Bar & Grill,Friday Harbor,48.535076,-123.015583,Full-Service Restaurants
Blue Water Taco Grill,Seattle,47.60977,-122.32334,Full-Service Restaurants
Blue Water Taco Grill,Seattle,47.575863,-122.333697,Full-Service Restaurants
Blue Water Taco Grill,Seattle,47.62379,-122.35689,Full-Service Restaurants
Blue Water Taco Grill,Seattle,47.609788,-122.334357,Full-Service Restaurants
Blue Water Taco Grill,Seattle,47.609337,-122.332465,Full-Service Restaurants
Blueacre Seafood Restaurant,Seattle,47.613968,-122.335195,Full-Service Restaurants
Blueberry Hills,Manson,47.90556,-120.180595,Full-Service Restaurants
Bluebird Inn,Bickleton,45.990939,-120.296536,Full-Service Restaurants
Bluesman Bbq,Everett,47.901465,-122.172187,Full-Service Restaurants
Bluestone Bistro,Seattle,47.6194,-122.32442,Full-Service Restaurants
Bluher's Market Inc,Fall City,47.567116,-121.903093,Supermarkets/Other Grocery (Exc Convenience) Strs
Bluwater Bistro-Lake Union,Seattle,47.628884,-122.331696,Full-Service Restaurants
Bluwater Bistro-Leschi,Seattle,47.602595,-122.28411,Full-Service Restaurants
Bmg Thai Asian Restaurant,Mill Creek,47.851662,-122.218247,Full-Service Restaurants
Boar's Nest,Seattle,47.669678,-122.382682,Full-Service Restaurants
Boarding House,Issaquah,47.540605,-122.040958,Full-Service Restaurants
Boat House Deli,Seattle,47.635783,-122.34038,Full-Service Restaurants
Boat Launch,Newport,48.128729,-117.184455,Full-Service Restaurants
Boat Number Plate,Everett,47.982746,-122.208622,Full-Service Restaurants
Boat Shed,Bremerton,47.570166,-122.617279,Full-Service Restaurants
Boat Street Cafe & Kitchen,Seattle,47.618247,-122.356892,Full-Service Restaurants
Boathouse 19,Tacoma,47.24357,-122.55658,Full-Service Restaurants
Bob Paul's Cafe,Longview,46.134796,-122.937669,Full-Service Restaurants
Bob's Burger & Brew,Quil Ceda Vlg,48.096451,-122.190496,Full-Service Restaurants
Bob's Burgers,Seatac,47.42094,-122.29613,Full-Service Restaurants
Bob's Burgers & Brew,Blaine,48.936722,-122.666706,Full-Service Restaurants
Bob's Burgers & Brew,Burlington,48.509437,-122.337341,Full-Service Restaurants
Bob's Burgers & Brew,East Wenatchee,47.40637,-120.27792,Full-Service Restaurants
Bob's Burgers & Brew,Everett,47.914334,-122.212154,Full-Service Restaurants
Bob's Burgers & Brew,Ferndale,48.845352,-122.578381,Full-Service Restaurants
Bob's Burgers & Brew,Kennewick,46.178704,-119.188928,Full-Service Restaurants
Bob's Burgers & Brew,Puyallup,47.113598,-122.294125,Full-Service Restaurants
Bob's Burgers & Brew,Sumas,47.60239,-122.331082,Full-Service Restaurants
Bob's Burgers & Brew,Yakima,46.60919,-120.491983,Full-Service Restaurants
Bob's Cafe,Moses Lake,47.101501,-119.244628,Full-Service Restaurants
Bob's Chowder Bar & Bbq Salmon,Anacortes,48.495042,-122.61337,Full-Service Restaurants
Bob's Classic,Wenatchee,47.427185,-120.314011,Full-Service Restaurants
Bob's Grocery,Tacoma,47.208044,-122.450667,Supermarkets/Other Grocery (Exc Convenience) Strs
Bob's Grocery & Liquor,Spokane,47.700418,-117.405586,Supermarkets/Other Grocery (Exc Convenience) Strs
Bob's Market & Deli,Stanwood,48.240998,-122.371177,Supermarkets/Other Grocery (Exc Convenience) Strs
Boba T,Bellevue,47.573227,-122.170213,Full-Service Restaurants
Bobby's Hawaiian Style Rstrnt,Everett,47.979423,-122.216402,Full-Service Restaurants
Bobby's Hawaiian Style Rstrnt,Lynnwood,47.865539,-122.281329,Full-Service Restaurants
Bobs Bar B Q Pit,Tacoma,47.25244,-122.44951,Full-Service Restaurants
Bobs Burger & Brew,Bellingham,48.770877,-122.443856,Full-Service Restaurants
Boccata Deli & Market,Centralia,46.71942,-122.953366,Full-Service Restaurants
Bogeys Public House,Auburn,47.3362,-122.206603,Full-Service Restaurants
Bogul Bogul Cafe,Federal Way,47.302516,-122.313228,Full-Service Restaurants
Boiler Room,Spokane,47.717643,-117.432438,Full-Service Restaurants
Boiling Point,Bellevue,47.620032,-122.201748,Full-Service Restaurants
Boiling Point,Edmonds,47.799627,-122.331606,Full-Service Restaurants
Boiling Point,Redmond,47.679865,-122.125222,Full-Service Restaurants
Boiling Point,Seattle,47.539127,-122.319771,Full-Service Restaurants
Boiling Point,Seattle,47.617001,-122.34679,Full-Service Restaurants
Boiling Point,Seattle,47.596832,-122.327627,Full-Service Restaurants
Boiling Point,Tukwila,47.455799,-122.255611,Full-Service Restaurants
Bok A Bok Fried Chicken,Seattle,47.515368,-122.354785,Full-Service Restaurants
Bok Choy,Allyn,47.388781,-122.826886,Full-Service Restaurants
Bok's Cafe,Lakewood,47.141113,-122.517554,Full-Service Restaurants
Boka Kitchen + Bar,Seattle,47.604971,-122.336448,Full-Service Restaurants
Bom Bistro,Kent,47.35929,-122.16914,Full-Service Restaurants
Bombay Bazar Lic,Tacoma,47.255522,-122.475029,Supermarkets/Other Grocery (Exc Convenience) Strs
Bombay Fiji Bazaar,Kent,47.380157,-122.28624,Supermarkets/Other Grocery (Exc Convenience) Strs
Bombay Grill,Redmond,47.673138,-122.119112,Full-Service Restaurants
Bombay Grill,Seattle,47.503488,-122.334096,Full-Service Restaurants
Bombay Grill,Seattle,47.718468,-122.295567,Full-Service Restaurants
Bombay House,Bellevue,47.576051,-122.139081,Full-Service Restaurants
Bon Appetit Management Co,Walla Walla,46.070602,-118.328547,Full-Service Restaurants
Bon Asian Hot Pot,Lakewood,47.176629,-122.484828,Full-Service Restaurants
Bonaparte Lake Resort & Rstrnt,Tonasket,48.790205,-119.05636,Full-Service Restaurants
Bonefish Grill,Bothell,47.79333,-122.21602,Full-Service Restaurants
Bonefish Grill,Richland,46.227185,-119.24862,Full-Service Restaurants
Bongos,Seattle,47.676564,-122.346916,Full-Service Restaurants
Bongs Grocery & Deli,Spokane,47.668248,-117.44311,Supermarkets/Other Grocery (Exc Convenience) Strs
Bonney Lake Grocery,Bonney Lake,47.17804,-122.180048,Convenience Stores
Bonsai Teriyaki,Tacoma,47.271053,-122.515304,Full-Service Restaurants
Bonsai Wok Teriyaki,Tumwater,47.018073,-122.898562,Full-Service Restaurants
Boo Han Oriental Food Sprmrkt,Tacoma,47.174282,-122.484343,Supermarkets/Other Grocery (Exc Convenience) Strs
Book Fare Village Books,Bellingham,48.720653,-122.503754,Full-Service Restaurants
Bookstore Bar & Cafe,Seattle,47.604771,-122.336773,Full-Service Restaurants
Bookwalter Winery,Richland,46.253452,-119.298597,Full-Service Restaurants
Boomer's Drive-In,Bellingham,48.739141,-122.469482,Full-Service Restaurants
Boondox Market,Longview,46.164334,-123.000303,Supermarkets/Other Grocery (Exc Convenience) Strs
Boonmar Pho & Thai Cuisine,Kent,47.3594,-122.16912,Full-Service Restaurants
Boonshiknara,Lakewood,47.150749,-122.504388,Full-Service Restaurants
Borracchini's Bakery,Seattle,47.582885,-122.301879,Full-Service Restaurants
Borracho Tacos & Tequileria,Spokane,47.659223,-117.411175,Full-Service Restaurants
Bors Hede Restaurant,Carnation,47.688478,-121.903116,Full-Service Restaurants
Bosnia Restaurant,Vancouver,45.643127,-122.597106,Full-Service Restaurants
Boston's Deli & Pizza,Bremerton,47.56508,-122.624643,Full-Service Restaurants
Both Ways Cafe & Catering,Seattle,47.564153,-122.27119,Full-Service Restaurants
Bothell Deli & Grocery,Bothell,47.760065,-122.201812,Supermarkets/Other Grocery (Exc Convenience) Strs
Bottle & Bull,Kirkland,47.675328,-122.206575,Full-Service Restaurants
Boulangerie Bakery & Cafe,Lakewood,47.169138,-122.48294,Full-Service Restaurants
Boulevard Grocery,Marysville,48.051601,-122.159492,Supermarkets/Other Grocery (Exc Convenience) Strs
Boulevard Grocery,Seattle,47.669094,-122.306177,Supermarkets/Other Grocery (Exc Convenience) Strs
Boulevard Park Thriftway,Seattle,47.495294,-122.309561,Supermarkets/Other Grocery (Exc Convenience) Strs
Boundary Bay Brewery & Bistro,Bellingham,48.747583,-122.481025,Full-Service Restaurants
Bounty Kitchen,Seattle,47.63833,-122.356745,Full-Service Restaurants
Bourbon Street Bar & Grill,Puyallup,47.188257,-122.293308,Full-Service Restaurants
Bowedison Fine Food & Drink,Bow,48.565271,-122.421617,Full-Service Restaurants
Box & Burgers Eatery,Kirkland,47.71001,-122.185573,Full-Service Restaurants
Box House Saloon,Seattle,47.601055,-122.333156,Full-Service Restaurants
Boyd's Place,Wilbur,47.75842,-118.70389,Full-Service Restaurants
Braeburn,Langley,48.023207,-122.440164,Full-Service Restaurants
Branding Iron,Enumclaw,47.211069,-122.038661,Full-Service Restaurants
Branding Iron,Kennewick,46.208632,-119.120755,Full-Service Restaurants
Brandywine Kitchen,Bellingham,48.751163,-122.479722,Full-Service Restaurants
Branks B B Q & Catering,Sumner,47.202606,-122.22866,Full-Service Restaurants
Branks Bbq,Sumner,47.237098,-122.245524,Full-Service Restaurants
Brannon's Grocery,Amanda Park,47.468975,-123.92319,Supermarkets/Other Grocery (Exc Convenience) Strs
Brasserie Four,Walla Walla,46.066598,-118.338791,Full-Service Restaurants
Brasserie Margaux,Seattle,47.613814,-122.340693,Full-Service Restaurants
Brat From Deutschland,Lake Stevens,48.001051,-122.108785,Full-Service Restaurants
Brave Horse Tavern,Seattle,47.621451,-122.33677,Full-Service Restaurants
Breadline Cafe,Omak,48.41971,-119.511364,Full-Service Restaurants
Breakfast At Valeries,Vancouver,45.617279,-122.555826,Full-Service Restaurants
Breakfast Club,Seattle,47.717759,-122.295745,Full-Service Restaurants
Breakfast House,Spokane Valley,47.656996,-117.250498,Full-Service Restaurants
Breaktime Deli & Cafe,Seattle,47.525472,-122.331148,Full-Service Restaurants
Breakwater Inn,Clallam Bay,48.249578,-124.264464,Full-Service Restaurants
Breakwater Seafoods-Chowder Hs,Aberdeen,46.975777,-123.811966,Full-Service Restaurants
Breeze Way Cafe,Spokane,47.647889,-117.415001,Full-Service Restaurants
Bremerton Bar & Grill,Bremerton,47.564085,-122.626452,Full-Service Restaurants
Brenda's Country Market,Onalaska,46.575647,-122.722078,Supermarkets/Other Grocery (Exc Convenience) Strs
Brew Happy,Ritzville,47.125015,-118.371559,Full-Service Restaurants
Brewers Row,Tacoma,47.27129,-122.478023,Full-Service Restaurants
Brewery City Pizza Co,Olympia,47.047907,-122.82701,Full-Service Restaurants
Brewery City Pizza Co,Tumwater,47.001511,-122.909134,Full-Service Restaurants
Brewster Marketplace/Harvest,Brewster,48.097189,-119.783096,Supermarkets/Other Grocery (Exc Convenience) Strs
Brewster's,Point Roberts,48.993136,-123.032225,Full-Service Restaurants
Brewz On Barker,Spokane Valley,47.66721,-117.152504,Full-Service Restaurants
Brian's Bulldog Pizza-Bowling,Cashmere,47.522364,-120.469488,Full-Service Restaurants
Brick,Roslyn,47.194098,-120.93801,Full-Service Restaurants
Brick Bar & Grill,Walla Walla,46.050385,-118.345548,Full-Service Restaurants
Brick On Trosper,Tumwater,46.999915,-122.917703,Full-Service Restaurants
Brick Pub & Grill,Renton,47.50114,-122.18678,Full-Service Restaurants
Brickhouse Bar & Grill,Vancouver,45.632512,-122.671674,Full-Service Restaurants
Brickyard Bar & Grill,Tacoma,47.204564,-122.485334,Full-Service Restaurants
