start,end,outlet info
2018-12-19T19:54:50,2018-12-19T20:52:00,"Pandas(_0='Cornuto By Via Tribunali', CITY='Seattle', LATITUDE=47.682639, LONGITUDE=-122.355235, _4='Full-Service Restaurants')"
2018-12-27T14:56:36,2018-12-27T15:44:29,"Pandas(_0='Soskoo Persian & Mediterranean', CITY='Bellevue', LATITUDE=47.628039, LONGITUDE=-122.152135, _4='Supermarkets/Other Grocery (Exc Convenience) Strs')"
2019-01-02T18:35:57,2019-01-02T20:07:02,"Pandas(_0='Cafe Five', CITY='Seattle', LATITUDE=47.606005, LONGITUDE=-122.331382, _4='Full-Service Restaurants')"
2019-01-15T03:19:20,2019-01-15T03:40:33,"Pandas(_0=""Izzy's"", CITY='Olympia', LATITUDE=47.042144, LONGITUDE=-122.844725, _4='Full-Service Restaurants')"
2019-01-31T16:17:45,2019-01-31T16:33:37,"Pandas(_0='Sahara Pizza', CITY='Mercer Island', LATITUDE=47.54174, LONGITUDE=-122.22519, _4='Full-Service Restaurants')"
2019-01-31T22:30:22,2019-01-31T23:06:27,"Pandas(_0='Pon Proem Thai', CITY='Mercer Island', LATITUDE=47.58218, LONGITUDE=-122.23474, _4='Full-Service Restaurants')"
2019-04-28T00:49:18,2019-04-28T01:45:50,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-04-28T21:29:47,2019-04-28T22:32:35,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-04-28T22:36:39,2019-04-28T23:39:09,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-04-30T22:45:21,2019-05-01T00:50:26,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-01T21:08:44,2019-05-01T23:03:50,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-01T23:08:50,2019-05-02T00:16:51,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-04T16:59:54,2019-05-04T19:17:24,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-06T15:53:14,2019-05-06T17:18:51,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-06T22:52:20,2019-05-06T23:33:02,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-18T23:37:24,2019-05-19T01:51:59,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-20T22:30:40,2019-05-21T00:18:19,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-21T00:19:39,2019-05-21T01:41:24,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-22T17:24:31,2019-05-22T18:59:33,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-26T21:20:44,2019-05-26T23:35:46,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-05-26T23:42:53,2019-05-27T00:51:09,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-03T00:06:05,2019-06-03T00:49:27,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-05T22:32:13,2019-06-06T00:13:37,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-06T00:19:11,2019-06-06T00:43:02,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-16T21:29:27,2019-06-16T23:49:03,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-16T23:54:41,2019-06-17T01:23:59,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-19T21:00:01,2019-06-19T23:06:49,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-19T23:15:41,2019-06-20T00:09:27,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-22T16:58:22,2019-06-22T18:45:09,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-06-23T23:08:39,2019-06-24T00:57:04,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-08-01T02:13:50,2019-08-01T02:36:30,"Pandas(_0='QFC', CITY='Mercer Island', LATITUDE=47.541717, LONGITUDE=-122.225919, _4='Supermarkets/Other Grocery (Exc Convenience) Strs')"
2019-08-11T22:53:12,2019-08-11T23:34:48,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-08-22T23:00:31,2019-08-23T00:14:41,"Pandas(_0='QFC', CITY='Mercer Island', LATITUDE=47.541717, LONGITUDE=-122.225919, _4='Supermarkets/Other Grocery (Exc Convenience) Strs')"
2019-09-23T18:50:58,2019-09-23T20:55:52,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-09-28T20:02:11,2019-09-28T21:49:06,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-09-28T23:27:26,2019-09-29T00:38:48,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-10-05T20:03:55,2019-10-05T20:25:49,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-10-05T20:31:41,2019-10-05T21:45:52,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-12-03T18:35:20,2019-12-03T19:59:03,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-12-07T18:54:19,2019-12-07T20:29:36,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2019-12-15T00:01:38,2019-12-15T00:56:00,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2020-01-08T02:52:32,2020-01-08T04:01:51,"Pandas(_0='LA Spiga', CITY='Seattle', LATITUDE=47.61377, LONGITUDE=-122.31703, _4='Full-Service Restaurants')"
2020-01-12T00:24:01,2020-01-12T01:04:26,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2020-01-17T02:29:46,2020-01-17T03:00:13,"Pandas(_0='Mai Lee Thai Restaurant', CITY='East Wenatchee', LATITUDE=47.409089, LONGITUDE=-120.289344, _4='Full-Service Restaurants')"
2020-01-18T05:00:11,2020-01-18T05:21:19,"Pandas(_0='Globe', CITY='Spokane', LATITUDE=47.65916, LONGITUDE=-117.411042, _4='Full-Service Restaurants')"
2020-03-22T18:52:11,2020-03-22T20:58:30,"Pandas(_0='Bebas & Amigos', CITY='Seattle', LATITUDE=47.6048, LONGITUDE=-122.330111, _4='Limited-Service Restaurants')"
2020-04-04T22:25:14,2020-04-04T23:15:59,"Pandas(_0=""T J's Deli"", CITY='Seattle', LATITUDE=47.605673, LONGITUDE=-122.330719, _4='Limited-Service Restaurants')"
2020-04-13T18:52:21,2020-04-13T21:01:55,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2020-04-14T01:22:01,2020-04-14T01:50:56,"Pandas(_0='Asian Express', CITY='Seattle', LATITUDE=47.604759, LONGITUDE=-122.33023, _4='Limited-Service Restaurants')"
2020-04-16T17:17:06,2020-04-16T17:48:02,"Pandas(_0='Pon Proem Thai', CITY='Mercer Island', LATITUDE=47.58218, LONGITUDE=-122.23474, _4='Full-Service Restaurants')"
2020-04-17T01:14:47,2020-04-17T02:57:19,"Pandas(_0='Racha Noodles & Thai', CITY='Seattle', LATITUDE=47.624306, LONGITUDE=-122.355639, _4='Full-Service Restaurants')"
2020-04-27T22:02:12,2020-04-27T22:56:40,"Pandas(_0='Vovito Caffe & Gelato', CITY='Seattle', LATITUDE=47.607114, LONGITUDE=-122.333789, _4='Full-Service Restaurants')"
