date,start_time,end_time,duration_minutes,meal,restaurant,city,latitude,longitude
2016-04-09,18:43,20:41,117.8,Dinner,Hanazono Asian Noodle,Port Townsend,48.11447,-122.75675
2016-04-09,21:05,21:26,21.38,Dinner,Safeway,Port Townsend,48.108146,-122.782355
2016-04-11,16:55,17:13,18.08,Dinner,LA Brea Bakery,Seattle,47.611013,-122.33942
2016-04-11,18:25,18:53,28.43,Dinner,"""Rory's Of Edmonds""",Edmonds,47.812314,-122.381515
2016-04-22,00:15,01:59,103.28,Late Night / Other,Big Time Brewery & Alehouse,Seattle,47.657865,-122.313288
2016-04-22,02:09,02:56,47.4,Late Night / Other,Shalimar Restaurant,Seattle,47.658759,-122.312883
2016-04-24,20:15,21:24,69.17,Dinner,King Noodle,Seattle,47.598324,-122.32551
2016-04-24,21:28,22:01,32.55,Dinner,Shilla Uwajimaya,Seattle,47.597484,-122.326689
2016-04-25,00:52,01:55,62.05,Late Night / Other,"""Shultzy's Sausage""",Seattle,47.65728,-122.313172
2016-04-26,00:43,01:28,44.63,Late Night / Other,U Don Fresh Japanese Noodle,Seattle,47.661735,-122.313192
2016-04-26,23:17,23:52,34.85,Late Night / Other,Ristorante Doria,Seattle,47.664935,-122.317474
2016-04-28,01:50,02:12,22.2,Late Night / Other,Shawerma King,Seattle,47.660998,-122.313208
2016-04-29,01:14,02:27,73.03,Late Night / Other,Shalimar Restaurant,Seattle,47.658759,-122.312883
2016-04-30,03:41,04:43,62.0,Late Night / Other,"""Earl's On The Ave""",Seattle,47.660813,-122.313472
2016-05-01,01:54,02:20,25.98,Late Night / Other,"""Memo's Mexican Food""",Seattle,47.66433,-122.31327
2016-05-06,02:05,02:20,15.05,Late Night / Other,Safeway,Seattle,47.664281,-122.313907
2016-05-06,04:05,04:52,46.93,Late Night / Other,Pho Tran Restaurant,Seattle,47.658779,-122.313544
2016-05-07,00:25,02:31,126.05,Late Night / Other,University Teriyaki,Seattle,47.65718,-122.312935
2016-05-11,01:03,01:48,44.3,Late Night / Other,University Teriyaki,Seattle,47.65718,-122.312935
2016-05-12,00:30,02:58,147.67,Late Night / Other,Cedars Of Lebanon,Seattle,47.659746,-122.312859
